generating_rate,sampling_rate,sampling_strategy,sampling_size,dtar_true,var_asymptotic,ctar_hat,dtar_true_hat,bias,converged,status_code
24,672,equal,100,0.05,0.25,-22.083849890430514,0.45443112152076426,0.40443112152076427,0,5
24,672,equal,100,0.05,0.25,-21.934917993880823,0.4568546787091518,0.4068546787091518,1,0
24,672,equal,100,0.05,0.25,-20.901075569591008,0.4740383825942255,0.4240383825942255,0,5
24,672,equal,100,0.05,0.25,-23.733930016976423,0.4284246691215307,0.3784246691215307,0,5
24,672,equal,100,0.05,0.25,-23.855580583644898,0.42656734591585854,0.37656734591585855,0,5
24,672,equal,100,0.05,0.25,-23.273173499525747,0.4355329750652378,0.3855329750652378,0,5
24,672,equal,100,0.05,0.25,-18.456921126184678,0.517277522492555,0.467277522492555,1,0
24,672,equal,100,0.05,0.25,-2.347405844331536,0.9195821259832444,0.8695821259832444,1,0
24,672,equal,100,0.05,0.25,-23.177290867155882,0.43702696188487533,0.38702696188487534,0,5
24,672,equal,100,0.05,0.25,-108.78146794981296,0.02054675153319043,-0.02945324846680957,0,5
24,672,equal,100,0.05,0.25,-23.8320218456573,0.4269264036736162,0.3769264036736162,1,0
24,672,equal,100,0.05,0.25,-21.598431681965835,0.4623779910022603,0.4123779910022603,1,0
24,672,equal,100,0.05,0.25,-24.22471617411594,0.42098063886987586,0.37098063886987587,1,0
24,672,equal,100,0.05,0.25,-23.413608240604326,0.4333540167807114,0.3833540167807114,0,5
24,672,equal,100,0.05,0.25,-2.314808499910505,0.9206533185158321,0.870653318515832,1,0
24,672,equal,100,0.05,0.25,-2.5686961503872454,0.9123431048236725,0.8623431048236725,1,0
24,672,equal,100,0.05,0.25,-3.4697971131706007,0.8834493431102011,0.833449343110201,1,0
24,672,equal,100,0.05,0.25,-22.263004122706096,0.4515327873272738,0.4015327873272738,0,5
24,672,equal,100,0.05,0.25,-2.1078471423631617,0.9274835179299259,0.8774835179299258,1,0
24,672,equal,100,0.05,0.25,-2.73899825739183,0.906810876236522,0.856810876236522,1,0
24,672,equal,100,0.05,0.25,-2.0046367771619984,0.930908609232723,0.880908609232723,1,0
24,672,equal,100,0.05,0.25,-23.554101948548492,0.4311850516992889,0.3811850516992889,1,0
24,672,equal,100,0.05,0.25,-2.859503344430409,0.9029165721816205,0.8529165721816204,1,0
24,672,equal,100,0.05,0.25,-2.650127667450808,0.9096936207142284,0.8596936207142284,1,0
24,672,equal,100,0.05,0.25,-16.92097915815893,0.5464455096418004,0.4964455096418004,1,0
24,672,equal,100,0.05,0.25,-1.4901937765633184,0.9481702480446749,0.8981702480446748,1,0
24,672,equal,100,0.05,0.25,-2.3789495688324225,0.9185467434025155,0.8685467434025155,1,0
24,672,equal,100,0.05,0.25,-17.00836883826033,0.544742679117894,0.494742679117894,0,5
24,672,equal,100,0.05,0.25,-25.145056560048932,0.40736824070144173,0.35736824070144174,1,0
24,672,equal,100,0.05,0.25,-41.72025255725693,0.2253706227093328,0.1753706227093328,1,0
24,672,equal,100,0.05,0.25,-4.053064676793111,0.8652365771185141,0.815236577118514,1,0
24,672,equal,100,0.05,0.25,-23.591963830503417,0.43060239295771585,0.38060239295771586,1,0
24,672,equal,100,0.05,0.25,-23.10319283620243,0.43818502343723004,0.38818502343723005,0,5
24,672,equal,100,0.05,0.25,-23.90379231778971,0.4258334939065534,0.3758334939065534,0,5
24,672,equal,100,0.05,0.25,-2.6229549364844336,0.9105768656486949,0.8605768656486948,1,0
24,672,equal,100,0.05,0.25,-1.835675475847162,0.9365430038263578,0.8865430038263578,1,0
24,672,equal,100,0.05,0.25,-2.059874999864371,0.9290739289408623,0.8790739289408622,1,0
24,672,equal,100,0.05,0.25,-19.685638202852864,0.4950688143213073,0.4450688143213073,1,0
24,672,equal,100,0.05,0.25,-22.96306412365428,0.4403834593913056,0.3903834593913056,0,5
24,672,equal,100,0.05,0.25,-22.62462250071631,0.445738762815547,0.395738762815547,1,0
24,672,equal,100,0.05,0.25,-23.002267565512252,0.43976729986487784,0.38976729986487785,1,0
24,672,equal,100,0.05,0.25,-4.964449922295664,0.8375269950229738,0.7875269950229737,1,0
24,672,equal,100,0.05,0.25,-4.493490257235646,0.8517333293201581,0.8017333293201581,1,0
24,672,equal,100,0.05,0.25,-3.4063178809963794,0.8854544968504786,0.8354544968504786,1,0
24,672,equal,100,0.05,0.25,-22.43008981998685,0.44884635820357216,0.39884635820357217,1,0
24,672,equal,100,0.05,0.25,-2.419364847583958,0.9172218668449219,0.8672218668449219,1,0
24,672,equal,100,0.05,0.25,-2.239544198640172,0.9231313735691593,0.8731313735691593,1,0
24,672,equal,100,0.05,0.25,-23.19147398033625,0.43680564641131886,0.38680564641131887,0,5
24,672,equal,100,0.05,0.25,-4.168885321375319,0.8616649599048972,0.8116649599048972,1,0
24,672,equal,100,0.05,0.25,-1.8946560810087916,0.9345722989677978,0.8845722989677978,1,0
24,672,equal,100,0.05,0.25,-21.240796689933347,0.4683216738981996,0.41832167389819963,1,0
24,672,equal,100,0.05,0.25,-24.24243916683407,0.4207142575837564,0.3707142575837564,0,5
24,672,equal,100,0.05,0.25,-23.993948960574144,0.4244645661881169,0.3744645661881169,1,0
24,672,equal,100,0.05,0.25,-23.913928143981643,0.4256793727222302,0.37567937272223023,0,5
24,672,equal,100,0.05,0.25,-2.592265371692841,0.9115754559368218,0.8615754559368217,1,0
24,672,equal,100,0.05,0.25,-2.237618756586345,0.9231948556078261,0.8731948556078261,1,0
24,672,equal,100,0.05,0.25,-4.562690619513106,0.84963091927656,0.7996309192765599,1,0
24,672,equal,100,0.05,0.25,-23.632555966823677,0.4299785926976052,0.3799785926976052,1,0
24,672,equal,100,0.05,0.25,-19.4109491730202,0.49994950045498776,0.44994950045498777,1,0
24,672,equal,100,0.05,0.25,-2.3812914253004682,0.91846992144973,0.86846992144973,1,0
24,672,equal,100,0.05,0.25,-2.97503291159199,0.8991987630871474,0.8491987630871474,1,0
24,672,equal,100,0.05,0.25,-2.070329420027024,0.9287271033632786,0.8787271033632785,1,0
24,672,equal,100,0.05,0.25,-3.365767987162299,0.8867377503311392,0.8367377503311392,1,0
24,672,equal,100,0.05,0.25,-2.8399418730002224,0.9035475917476042,0.8535475917476042,1,0
24,672,equal,100,0.05,0.25,-3.14077546349562,0.8938917892270902,0.8438917892270902,1,0
24,672,equal,100,0.05,0.25,-2.1185977351537324,0.9271274792268829,0.8771274792268828,1,0
24,672,equal,100,0.05,0.25,-20.789761058449518,0.4759266818348691,0.4259266818348691,1,0
24,672,equal,100,0.05,0.25,-1.8731583523084128,0.9352901166989477,0.8852901166989476,1,0
24,672,equal,100,0.05,0.25,-8.47091919411101,0.7389442295327538,0.6889442295327538,1,0
24,672,equal,100,0.05,0.25,-85.86031844102965,0.04658671127351259,-0.0034132887264874123,0,5
24,672,equal,100,0.05,0.25,-3.31263479331395,0.8884220339137238,0.8384220339137237,1,0
24,672,equal,100,0.05,0.25,-1.7604188902216087,0.9390635692137057,0.8890635692137057,1,0
24,672,equal,100,0.05,0.25,-20.03900529685378,0.4888601801278872,0.4388601801278872,1,0
24,672,equal,100,0.05,0.25,-3.9491451364025796,0.8684537931837691,0.8184537931837691,1,0
24,672,equal,100,0.05,0.25,-23.779435737935675,0.4277289569888045,0.3777289569888045,0,5
24,672,equal,100,0.05,0.25,-24.86550758226552,0.4114557318291739,0.3614557318291739,0,5
24,672,equal,100,0.05,0.25,-22.964193773922478,0.4403656926320973,0.3903656926320973,0,5
24,672,equal,100,0.05,0.25,-23.29304638732342,0.4352239669530706,0.3852239669530706,1,0
24,672,equal,100,0.05,0.25,-2.7940459868934404,0.9050298461318771,0.855029846131877,1,0
24,672,equal,100,0.05,0.25,-2.724056923736974,0.9072948969329317,0.8572948969329317,1,0
24,672,equal,100,0.05,0.25,-16.660955601870878,0.5515437421097659,0.5015437421097658,1,0
24,672,equal,100,0.05,0.25,-2.3128172060900267,0.9207187955320886,0.8707187955320885,1,0
24,672,equal,100,0.05,0.25,-24.041092502330862,0.4237504973877281,0.3737504973877281,0,5
24,672,equal,100,0.05,0.25,-21.73200600772067,0.4601774644089459,0.4101774644089459,0,5
24,672,equal,100,0.05,0.25,-1.8864562399213443,0.9348460299162489,0.8848460299162488,1,0
24,672,equal,100,0.05,0.25,-24.134160400350297,0.42234435102041984,0.37234435102041985,0,5
24,672,equal,100,0.05,0.25,-19.82773284570752,0.49256279896097055,0.44256279896097056,1,0
24,672,equal,100,0.05,0.25,-22.35952423749523,0.4499789671155179,0.3999789671155179,1,0
