"True_Fluctuation","AR_Parameter","Sampling","Sample_Size","Sample_Freq","parameter","Estimate","Std.Error","lbound","ubound","Method","Check_of_Convergence","Iteration"
"Weekly",0.5,"SameTimestamp",1000,"Daily","error_var_ct",0.0489604845577185,0.00230466427359191,0.0444379517854647,0.0534830173299723,"CT",1,1
"Weekly",0.5,"SameTimestamp",1000,"Daily","beta_ct",-0.103300505377091,0.0151435212975088,-0.133017229040519,-0.0735837817136619,"CT",1,1
"Weekly",0.5,"SameTimestamp",1000,"Daily","LogLik_ct",-279.475376458033,NA,NA,NA,"CT",1,1
"Weekly",0.5,"SameTimestamp",1000,"Daily","AIC_ct",-275.475376458033,NA,NA,NA,"CT",1,1
"Weekly",0.5,"SameTimestamp",1000,"Daily","BIC_ct",-265.659865900068,NA,NA,NA,"CT",1,1
"Weekly",0.5,"SameTimestamp",1000,"Daily","error_var_dt",0.0442338748274467,0.00197887074304423,0.040350659432467,0.0481170902224264,"DT",1,1
"Weekly",0.5,"SameTimestamp",1000,"Daily","beta_dt",0.901855923129795,0.013657274118326,0.875055720389845,0.928656125869745,"DT",1,1
"Weekly",0.5,"SameTimestamp",1000,"Daily","LogLik_dt",-279.475376458033,NA,NA,NA,"DT",1,1
"Weekly",0.5,"SameTimestamp",1000,"Daily","AIC_dt",-275.475376458033,NA,NA,NA,"DT",1,1
"Weekly",0.5,"SameTimestamp",1000,"Daily","BIC_dt",-265.659865900069,NA,NA,NA,"DT",1,1
"Weekly",0.5,"SameTimestamp",1000,"Weekly","error_var_ct",0.343861101162837,0.0210640000782491,0.302526390610759,0.385195811714916,"CT",1,1
"Weekly",0.5,"SameTimestamp",1000,"Weekly","beta_ct",-0.673934625899032,0.0535304631487646,-0.77897954575059,-0.568889706047473,"CT",1,1
"Weekly",0.5,"SameTimestamp",1000,"Weekly","LogLik_ct",1171.05192670953,NA,NA,NA,"CT",1,1
"Weekly",0.5,"SameTimestamp",1000,"Weekly","AIC_ct",1175.05192670953,NA,NA,NA,"CT",1,1
"Weekly",0.5,"SameTimestamp",1000,"Weekly","BIC_ct",1184.86743726749,NA,NA,NA,"CT",1,1
"Weekly",0.5,"SameTimestamp",1000,"Weekly","error_var_dt",0.188837528954506,0.00844537134503913,0.172264846712044,0.205410211196968,"DT",1,1
"Weekly",0.5,"SameTimestamp",1000,"Weekly","beta_dt",0.509699235079135,0.0272856099328263,0.456155616363764,0.563242853794505,"DT",1,1
"Weekly",0.5,"SameTimestamp",1000,"Weekly","LogLik_dt",1171.05192670954,NA,NA,NA,"DT",1,1
"Weekly",0.5,"SameTimestamp",1000,"Weekly","AIC_dt",1175.05192670954,NA,NA,NA,"DT",1,1
"Weekly",0.5,"SameTimestamp",1000,"Weekly","BIC_dt",1184.86743726751,NA,NA,NA,"DT",1,1
"Weekly",0.5,"SameTimestamp",1000,"Monthly","error_var_ct",1.21418994471846,0.170705645736124,0.879207584772751,1.54917230466416,"CT",1,1
"Weekly",0.5,"SameTimestamp",1000,"Monthly","beta_ct",-2.33812813741933,0.325984051000981,-2.97781938042467,-1.698436894414,"CT",1,1
"Weekly",0.5,"SameTimestamp",1000,"Monthly","LogLik_ct",1480.09897842272,NA,NA,NA,"CT",1,1
"Weekly",0.5,"SameTimestamp",1000,"Monthly","AIC_ct",1484.09897842272,NA,NA,NA,"CT",1,1
"Weekly",0.5,"SameTimestamp",1000,"Monthly","BIC_ct",1493.91448898068,NA,NA,NA,"CT",1,1
"Weekly",0.5,"SameTimestamp",1000,"Monthly","error_var_dt",0.257231648735917,0.0115037540641023,0.234657382559713,0.27980591491212,"DT",1,1
"Weekly",0.5,"SameTimestamp",1000,"Monthly","beta_dt",0.0965080989539803,0.0314671276205646,0.0347589246627944,0.158257273245166,"DT",1,1
"Weekly",0.5,"SameTimestamp",1000,"Monthly","LogLik_dt",1480.09897842272,NA,NA,NA,"DT",1,1
"Weekly",0.5,"SameTimestamp",1000,"Monthly","AIC_dt",1484.09897842272,NA,NA,NA,"DT",1,1
"Weekly",0.5,"SameTimestamp",1000,"Monthly","BIC_dt",1493.91448898068,NA,NA,NA,"DT",1,1
"Weekly",0.5,"SameTimestamp",1000,"Daily","error_var_ct",0.0478313348260138,0.00227172894553618,0.0433734323351436,0.052289237316884,"CT",1,2
"Weekly",0.5,"SameTimestamp",1000,"Daily","beta_ct",-0.121773803643564,0.0166000678039785,-0.154348765439679,-0.0891988418474486,"CT",1,2
"Weekly",0.5,"SameTimestamp",1000,"Daily","LogLik_ct",-320.584276156345,NA,NA,NA,"CT",1,2
"Weekly",0.5,"SameTimestamp",1000,"Daily","AIC_ct",-316.584276156345,NA,NA,NA,"CT",1,2
"Weekly",0.5,"SameTimestamp",1000,"Daily","BIC_ct",-306.76876559838,NA,NA,NA,"CT",1,2
"Weekly",0.5,"SameTimestamp",1000,"Daily","error_var_dt",0.0424521442645492,0.00189916387079602,0.0387253407799926,0.0461789477491058,"DT",1,2
"Weekly",0.5,"SameTimestamp",1000,"Daily","beta_dt",0.885348611834083,0.0146968477251668,0.856508413178033,0.914188810490132,"DT",1,2
"Weekly",0.5,"SameTimestamp",1000,"Daily","LogLik_dt",-320.584276156345,NA,NA,NA,"DT",1,2
