"True_Fluctuation","AR_Parameter","Sampling","Sample_Size","Sample_Freq","parameter","Estimate","Std.Error","lbound","ubound","Method","Check_of_Convergence","Iteration"
"Daily",0.5,"RandomTimestamp",100,"Daily","error_var_ct",0.296477122555303,0.0566710610417593,0.184043351523943,0.408910893586663,"CT",1,1
"Daily",0.5,"RandomTimestamp",100,"Daily","beta_ct",-0.700495985815771,0.173123948346642,-1.04396896850985,-0.357023003121691,"CT",1,1
"Daily",0.5,"RandomTimestamp",100,"Daily","LogLik_ct",89.8271578395197,NA,NA,NA,"CT",1,1
"Daily",0.5,"RandomTimestamp",100,"Daily","AIC_ct",93.8271578395197,NA,NA,NA,"CT",1,1
"Daily",0.5,"RandomTimestamp",100,"Daily","BIC_ct",99.0374982114959,NA,NA,NA,"CT",1,1
"Daily",0.5,"RandomTimestamp",100,"Daily","error_var_dt",0.165182903738522,0.0233848979221987,0.118787932297299,0.211577875179745,"DT",1,1
"Daily",0.5,"RandomTimestamp",100,"Daily","beta_dt",0.486608475275211,0.0875585020682619,0.312894900967194,0.660322049583228,"DT",1,1
"Daily",0.5,"RandomTimestamp",100,"Daily","LogLik_dt",103.854425996292,NA,NA,NA,"DT",1,1
"Daily",0.5,"RandomTimestamp",100,"Daily","AIC_dt",107.854425996292,NA,NA,NA,"DT",1,1
"Daily",0.5,"RandomTimestamp",100,"Daily","BIC_dt",113.064766368268,NA,NA,NA,"DT",1,1
"Daily",0.5,"RandomTimestamp",100,"Weekly","error_var_ct",1.3308620190964,0.523825639266217,0.291606870119831,2.37011716807296,"CT",1,1
"Daily",0.5,"RandomTimestamp",100,"Weekly","beta_ct",-3.23300094506052,1.25922592852833,-5.73126932264709,-0.734732567473942,"CT",1,1
"Daily",0.5,"RandomTimestamp",100,"Weekly","LogLik_ct",123.03499505209,NA,NA,NA,"CT",1,1
"Daily",0.5,"RandomTimestamp",100,"Weekly","AIC_ct",127.03499505209,NA,NA,NA,"CT",1,1
"Daily",0.5,"RandomTimestamp",100,"Weekly","BIC_ct",132.245335424066,NA,NA,NA,"CT",1,1
"Daily",0.5,"RandomTimestamp",100,"Weekly","error_var_dt",0.203839308207181,0.0288276777066596,0.146646016691992,0.26103259972237,"DT",1,1
"Daily",0.5,"RandomTimestamp",100,"Weekly","beta_dt",0.0562322734773631,0.0994923772791647,-0.141157769354699,0.253622316309426,"DT",1,1
"Daily",0.5,"RandomTimestamp",100,"Weekly","LogLik_dt",124.746898921624,NA,NA,NA,"DT",1,1
"Daily",0.5,"RandomTimestamp",100,"Weekly","AIC_dt",128.746898921624,NA,NA,NA,"DT",1,1
"Daily",0.5,"RandomTimestamp",100,"Weekly","BIC_dt",133.9572392936,NA,NA,NA,"DT",1,1
"Daily",0.5,"RandomTimestamp",100,"Monthly","error_var_ct",1.74472550364737,0.93953283667133,-0.119280885026193,3.60873189232092,"CT",1,1
"Daily",0.5,"RandomTimestamp",100,"Monthly","beta_ct",-3.11308253812483,1.70914699049409,-6.50398148823536,0.277816411985699,"CT",1,1
"Daily",0.5,"RandomTimestamp",100,"Monthly","LogLik_ct",154.217232941244,NA,NA,NA,"CT",1,1
"Daily",0.5,"RandomTimestamp",100,"Monthly","AIC_ct",158.217232941244,NA,NA,NA,"CT",1,1
"Daily",0.5,"RandomTimestamp",100,"Monthly","BIC_ct",163.42757331322,NA,NA,NA,"CT",1,1
"Daily",0.5,"RandomTimestamp",100,"Monthly","error_var_dt",0.270288974237445,0.0382266254881072,0.194448438019774,0.346129510455116,"DT",1,1
"Daily",0.5,"RandomTimestamp",100,"Monthly","beta_dt",0.155336514958393,0.0984878367572855,-0.0400605480890588,0.350733578005844,"DT",1,1
"Daily",0.5,"RandomTimestamp",100,"Monthly","LogLik_dt",152.966656093629,NA,NA,NA,"DT",1,1
"Daily",0.5,"RandomTimestamp",100,"Monthly","AIC_dt",156.966656093629,NA,NA,NA,"DT",1,1
"Daily",0.5,"RandomTimestamp",100,"Monthly","BIC_dt",162.176996465605,NA,NA,NA,"DT",1,1
"Daily",0.5,"RandomTimestamp",100,"Daily","error_var_ct",0.331131687658219,0.0691546986143045,0.193930735235359,0.468332640081079,"CT",1,2
"Daily",0.5,"RandomTimestamp",100,"Daily","beta_ct",-0.917328711684699,0.227355713305841,-1.36839597145709,-0.466261451912305,"CT",1,2
"Daily",0.5,"RandomTimestamp",100,"Daily","LogLik_ct",86.3897801642231,NA,NA,NA,"CT",1,2
"Daily",0.5,"RandomTimestamp",100,"Daily","AIC_ct",90.3897801642231,NA,NA,NA,"CT",1,2
"Daily",0.5,"RandomTimestamp",100,"Daily","BIC_ct",95.6001205361993,NA,NA,NA,"CT",1,2
"Daily",0.5,"RandomTimestamp",100,"Daily","error_var_dt",0.149658735293082,0.0211722483250029,0.107653597633168,0.191663872952996,"DT",1,2
"Daily",0.5,"RandomTimestamp",100,"Daily","beta_dt",0.442554042633302,0.0893373305280554,0.265311323324715,0.619796761941888,"DT",1,2
"Daily",0.5,"RandomTimestamp",100,"Daily","LogLik_dt",93.8897152613617,NA,NA,NA,"DT",1,2
"Daily",0.5,"RandomTimestamp",100,"Daily","AIC_dt",97.8897152613617,NA,NA,NA,"DT",1,2
"Daily",0.5,"RandomTimestamp",100,"Daily","BIC_dt",103.100055633338,NA,NA,NA,"DT",1,2
"Daily",0.5,"RandomTimestamp",100,"Weekly","error_var_ct",2.12518593984214,1.16405985998144,-0.184275668217561,4.43464754790184,"CT",1,2
"Daily",0.5,"RandomTimestamp",100,"Weekly","beta_ct",-5.60564664709875,3.02621785031368,-11.6095766709687,0.398283376771167,"CT",1,2
"Daily",0.5,"RandomTimestamp",100,"Weekly","LogLik_ct",116.732213229521,NA,NA,NA,"CT",1,2
"Daily",0.5,"RandomTimestamp",100,"Weekly","AIC_ct",120.732213229521,NA,NA,NA,"CT",1,2
"Daily",0.5,"RandomTimestamp",100,"Weekly","BIC_ct",125.942553601497,NA,NA,NA,"CT",1,2
"Daily",0.5,"RandomTimestamp",100,"Weekly","error_var_dt",0.191657971738984,0.0271045309187072,0.137883354373328,0.24543258910464,"DT",1,2
"Daily",0.5,"RandomTimestamp",100,"Weekly","beta_dt",0.00134455589053916,0.101194337790138,-0.199422128120946,0.202111239902024,"DT",1,2
"Daily",0.5,"RandomTimestamp",100,"Weekly","LogLik_dt",118.583420203339,NA,NA,NA,"DT",1,2
"Daily",0.5,"RandomTimestamp",100,"Weekly","AIC_dt",122.583420203339,NA,NA,NA,"DT",1,2
"Daily",0.5,"RandomTimestamp",100,"Weekly","BIC_dt",127.793760575315,NA,NA,NA,"DT",1,2
"Daily",0.5,"RandomTimestamp",100,"Monthly","error_var_ct",22.1500136390885,25.755116069259,-28.9474030985897,73.2474303767667,"CT",1,2
"Daily",0.5,"RandomTimestamp",100,"Monthly","beta_ct",-40.9739264080618,47.3670751390811,-134.948854399764,53.0010015836402,"CT",1,2
"Daily",0.5,"RandomTimestamp",100,"Monthly","LogLik_ct",152.913073399017,NA,NA,NA,"CT",1,2
"Daily",0.5,"RandomTimestamp",100,"Monthly","AIC_ct",156.913073399017,NA,NA,NA,"CT",1,2
"Daily",0.5,"RandomTimestamp",100,"Monthly","BIC_ct",162.123413770993,NA,NA,NA,"CT",1,2
"Daily",0.5,"RandomTimestamp",100,"Monthly","error_var_dt",0.270702059394044,0.0382830550973674,0.194749568438799,0.346654550349289,"DT",1,2
"Daily",0.5,"RandomTimestamp",100,"Monthly","beta_dt",0.0330898025803262,0.0995291841252047,-0.164373263985966,0.230552869146619,"DT",1,2
"Daily",0.5,"RandomTimestamp",100,"Monthly","LogLik_dt",153.114129015008,NA,NA,NA,"DT",1,2
"Daily",0.5,"RandomTimestamp",100,"Monthly","AIC_dt",157.114129015008,NA,NA,NA,"DT",1,2
"Daily",0.5,"RandomTimestamp",100,"Monthly","BIC_dt",162.324469386984,NA,NA,NA,"DT",1,2
"Daily",0.5,"RandomTimestamp",100,"Daily","error_var_ct",0.36518273605399,0.0698615324445772,0.22657944544354,0.503786026664441,"CT",1,3
"Daily",0.5,"RandomTimestamp",100,"Daily","beta_ct",-0.66494839563051,0.169728781150928,-1.00168546330767,-0.328211327953353,"CT",1,3
"Daily",0.5,"RandomTimestamp",100,"Daily","LogLik_ct",116.276619140837,NA,NA,NA,"CT",1,3
"Daily",0.5,"RandomTimestamp",100,"Daily","AIC_ct",120.276619140837,NA,NA,NA,"CT",1,3
"Daily",0.5,"RandomTimestamp",100,"Daily","BIC_ct",125.486959512814,NA,NA,NA,"CT",1,3
"Daily",0.5,"RandomTimestamp",100,"Daily","error_var_dt",0.201145764623156,0.0284598575420268,0.144682217838537,0.257609311407774,"DT",1,3
"Daily",0.5,"RandomTimestamp",100,"Daily","beta_dt",0.485032010220707,0.0872365784467111,0.311957123208986,0.658106897232427,"DT",1,3
"Daily",0.5,"RandomTimestamp",100,"Daily","LogLik_dt",123.47369195832,NA,NA,NA,"DT",1,3
"Daily",0.5,"RandomTimestamp",100,"Daily","AIC_dt",127.47369195832,NA,NA,NA,"DT",1,3
"Daily",0.5,"RandomTimestamp",100,"Daily","BIC_dt",132.684032330296,NA,NA,NA,"DT",1,3
"Daily",0.5,"RandomTimestamp",100,"Weekly","error_var_ct",1.12413920510326,0.415778319049947,0.299246862088565,1.94903154811795,"CT",1,3
"Daily",0.5,"RandomTimestamp",100,"Weekly","beta_ct",-2.11166261552037,0.808646823846334,-3.71599488257603,-0.507330348464712,"CT",1,3
"Daily",0.5,"RandomTimestamp",100,"Weekly","LogLik_ct",146.277545039413,NA,NA,NA,"CT",1,3
"Daily",0.5,"RandomTimestamp",100,"Weekly","AIC_ct",150.277545039413,NA,NA,NA,"CT",1,3
"Daily",0.5,"RandomTimestamp",100,"Weekly","BIC_ct",155.48788541139,NA,NA,NA,"CT",1,3
"Daily",0.5,"RandomTimestamp",100,"Weekly","error_var_dt",0.253552708537727,0.0358588306356346,0.182409809869068,0.324695607206386,"DT",1,3
"Daily",0.5,"RandomTimestamp",100,"Weekly","beta_dt",0.151146833683933,0.100568504233904,-0.0483782143766476,0.350671881744513,"DT",1,3
"Daily",0.5,"RandomTimestamp",100,"Weekly","LogLik_dt",146.572357855043,NA,NA,NA,"DT",1,3
"Daily",0.5,"RandomTimestamp",100,"Weekly","AIC_dt",150.572357855043,NA,NA,NA,"DT",1,3
"Daily",0.5,"RandomTimestamp",100,"Weekly","BIC_dt",155.782698227019,NA,NA,NA,"DT",1,3
