"True_Fluctuation","AR_Parameter","Sampling","Sample_Size","Sample_Freq","parameter","Estimate","Std.Error","lbound","ubound","Method","Check_of_Convergence","Iteration"
"Daily",0.05,"SameTimestamp",300,"Daily","error_var_ct",10.5759765791798,110.767449753891,-207.403621341213,228.555574499573,"CT",1,1
"Daily",0.05,"SameTimestamp",300,"Daily","beta_ct",-19.7075068944651,206.407224845569,-425.896906214105,386.481892425175,"CT",1,1
"Daily",0.05,"SameTimestamp",300,"Daily","LogLik_ct",456.69464852187,NA,NA,NA,"CT",1,1
"Daily",0.05,"SameTimestamp",300,"Daily","AIC_ct",460.69464852187,NA,NA,NA,"CT",1,1
"Daily",0.05,"SameTimestamp",300,"Daily","BIC_ct",468.102213471182,NA,NA,NA,"CT",1,1
"Daily",0.05,"SameTimestamp",300,"Daily","error_var_dt",0.268323417809666,0.0219085032907969,0.225209608211484,0.311437227407849,"DT",1,1
"Daily",0.05,"SameTimestamp",300,"Daily","beta_dt",-0.000838127735012241,0.057992676375763,-0.114962090205966,0.113285834735942,"DT",1,1
"Daily",0.05,"SameTimestamp",300,"Daily","LogLik_dt",456.694439657376,NA,NA,NA,"DT",1,1
"Daily",0.05,"SameTimestamp",300,"Daily","AIC_dt",460.694439657376,NA,NA,NA,"DT",1,1
"Daily",0.05,"SameTimestamp",300,"Daily","BIC_dt",468.102004606688,NA,NA,NA,"DT",1,1
"Daily",0.05,"SameTimestamp",300,"Weekly","error_var_ct",1.09930233265281,0.250601172632213,0.606143530404315,1.5924611349013,"CT",1,1
"Daily",0.05,"SameTimestamp",300,"Weekly","beta_ct",-2.13348335339884,0.483430936930256,-3.08482854992066,-1.18213815687702,"CT",1,1
"Daily",0.05,"SameTimestamp",300,"Weekly","LogLik_ct",440.257906345051,NA,NA,NA,"CT",1,1
"Daily",0.05,"SameTimestamp",300,"Weekly","AIC_ct",444.257906345051,NA,NA,NA,"CT",1,1
"Daily",0.05,"SameTimestamp",300,"Weekly","BIC_ct",451.665471294363,NA,NA,NA,"CT",1,1
"Daily",0.05,"SameTimestamp",300,"Weekly","error_var_dt",0.254017790260559,0.0207404579478425,0.213202580610065,0.294832999911052,"DT",1,1
"Daily",0.05,"SameTimestamp",300,"Weekly","beta_dt",0.118424028548607,0.0572517496777667,0.00575813795776416,0.23108991913945,"DT",1,1
"Daily",0.05,"SameTimestamp",300,"Weekly","LogLik_dt",440.257906345051,NA,NA,NA,"DT",1,1
"Daily",0.05,"SameTimestamp",300,"Weekly","AIC_dt",444.257906345051,NA,NA,NA,"DT",1,1
"Daily",0.05,"SameTimestamp",300,"Weekly","BIC_dt",451.665471294363,NA,NA,NA,"DT",1,1
"Daily",0.05,"SameTimestamp",300,"Monthly","error_var_ct",2.13504924633215,2.52040864585929,-2.82487051746283,7.09496901012713,"CT",1,1
"Daily",0.05,"SameTimestamp",300,"Monthly","beta_ct",-4.52616806768547,5.33593871890301,-15.0267779405193,5.9744418051484,"CT",1,1
"Daily",0.05,"SameTimestamp",300,"Monthly","LogLik_ct",417.968136727651,NA,NA,NA,"CT",1,1
"Daily",0.05,"SameTimestamp",300,"Monthly","AIC_ct",421.968136727651,NA,NA,NA,"CT",1,1
"Daily",0.05,"SameTimestamp",300,"Monthly","BIC_ct",429.375701676964,NA,NA,NA,"CT",1,1
"Daily",0.05,"SameTimestamp",300,"Monthly","error_var_dt",0.235828615993343,0.0192553202552273,0.197936013280285,0.273721218706402,"DT",1,1
"Daily",0.05,"SameTimestamp",300,"Monthly","beta_dt",0.0108219877132629,0.0576357462017969,-0.102599570793533,0.124243546220059,"DT",1,1
"Daily",0.05,"SameTimestamp",300,"Monthly","LogLik_dt",417.968136727633,NA,NA,NA,"DT",1,1
"Daily",0.05,"SameTimestamp",300,"Monthly","AIC_dt",421.968136727633,NA,NA,NA,"DT",1,1
"Daily",0.05,"SameTimestamp",300,"Monthly","BIC_dt",429.375701676946,NA,NA,NA,"DT",1,1
"Daily",0.05,"SameTimestamp",300,"Daily","error_var_ct",11.7770541106675,217.553241737268,-416.346625413712,439.900733635047,"CT",1,2
"Daily",0.05,"SameTimestamp",300,"Daily","beta_ct",-23.177131168665,428.13781488321,-865.710826312076,819.356563974746,"CT",1,2
"Daily",0.05,"SameTimestamp",300,"Daily","LogLik_ct",440.315084494059,NA,NA,NA,"CT",1,2
"Daily",0.05,"SameTimestamp",300,"Daily","AIC_ct",444.315084494059,NA,NA,NA,"CT",1,2
"Daily",0.05,"SameTimestamp",300,"Daily","BIC_ct",451.722649443372,NA,NA,NA,"CT",1,2
"Daily",0.05,"SameTimestamp",300,"Daily","error_var_dt",0.253973392262148,0.0207368660476535,0.213165251122853,0.294781533401443,"DT",1,2
"Daily",0.05,"SameTimestamp",300,"Daily","beta_dt",-0.0190891679154143,0.0576646217029287,-0.132567550607839,0.0943892147770105,"DT",1,2
"Daily",0.05,"SameTimestamp",300,"Daily","LogLik_dt",440.205517176437,NA,NA,NA,"DT",1,2
"Daily",0.05,"SameTimestamp",300,"Daily","AIC_dt",444.205517176437,NA,NA,NA,"DT",1,2
"Daily",0.05,"SameTimestamp",300,"Daily","BIC_dt",451.613082125749,NA,NA,NA,"DT",1,2
"Daily",0.05,"SameTimestamp",300,"Weekly","error_var_ct",1.51192436709523,0.649587432156343,0.23359930327741,2.79024943091306,"CT",1,2
"Daily",0.05,"SameTimestamp",300,"Weekly","beta_ct",-3.14811844806866,1.34346323009108,-5.79192378408344,-0.504313112053873,"CT",1,2
"Daily",0.05,"SameTimestamp",300,"Weekly","LogLik_ct",422.83970838773,NA,NA,NA,"CT",1,2
"Daily",0.05,"SameTimestamp",300,"Weekly","AIC_ct",426.83970838773,NA,NA,NA,"CT",1,2
"Daily",0.05,"SameTimestamp",300,"Weekly","BIC_ct",434.247273337042,NA,NA,NA,"CT",1,2
"Daily",0.05,"SameTimestamp",300,"Weekly","error_var_dt",0.239688813433168,0.0195705586523409,0.201175852129165,0.278201774737171,"DT",1,2
"Daily",0.05,"SameTimestamp",300,"Weekly","beta_dt",0.04293283753458,0.0576208734051878,-0.0704594527509829,0.156325127820143,"DT",1,2
"Daily",0.05,"SameTimestamp",300,"Weekly","LogLik_dt",422.839708387729,NA,NA,NA,"DT",1,2
"Daily",0.05,"SameTimestamp",300,"Weekly","AIC_dt",426.839708387729,NA,NA,NA,"DT",1,2
"Daily",0.05,"SameTimestamp",300,"Weekly","BIC_dt",434.247273337042,NA,NA,NA,"DT",1,2
"Daily",0.05,"SameTimestamp",300,"Monthly","error_var_ct",9.86958438148194,637.726047542919,-1245.11342493786,1264.85259370082,"CT",1,2
"Daily",0.05,"SameTimestamp",300,"Monthly","beta_ct",-22.3779517330148,1445.96028962945,-2867.88755985875,2823.13165639272,"CT",1,2
"Daily",0.05,"SameTimestamp",300,"Monthly","LogLik_ct",397.833171502242,NA,NA,NA,"CT",1,2
"Daily",0.05,"SameTimestamp",300,"Monthly","AIC_ct",401.833171502242,NA,NA,NA,"CT",1,2
"Daily",0.05,"SameTimestamp",300,"Monthly","BIC_ct",409.240736451554,NA,NA,NA,"CT",1,2
"Daily",0.05,"SameTimestamp",300,"Monthly","error_var_dt",0.220411378100815,0.017996526617288,0.184995959178414,0.255826797023216,"DT",1,2
"Daily",0.05,"SameTimestamp",300,"Monthly","beta_dt",-0.0221992730867045,0.0577580270548704,-0.135861468452483,0.0914629222790743,"DT",1,2
"Daily",0.05,"SameTimestamp",300,"Monthly","LogLik_dt",397.685482630029,NA,NA,NA,"DT",1,2
"Daily",0.05,"SameTimestamp",300,"Monthly","AIC_dt",401.685482630029,NA,NA,NA,"DT",1,2
"Daily",0.05,"SameTimestamp",300,"Monthly","BIC_dt",409.093047579342,NA,NA,NA,"DT",1,2
"Daily",0.05,"SameTimestamp",300,"Daily","error_var_ct",1.37135257058653,0.527469696630899,0.333343366237612,2.40936177493545,"CT",1,3
"Daily",0.05,"SameTimestamp",300,"Daily","beta_ct",-2.98221577319276,1.138342037783,-5.22236249719101,-0.742069049194516,"CT",1,3
"Daily",0.05,"SameTimestamp",300,"Daily","LogLik_ct",409.589876058359,NA,NA,NA,"CT",1,3
"Daily",0.05,"SameTimestamp",300,"Daily","AIC_ct",413.589876058359,NA,NA,NA,"CT",1,3
"Daily",0.05,"SameTimestamp",300,"Daily","BIC_ct",420.997441007672,NA,NA,NA,"CT",1,3
"Daily",0.05,"SameTimestamp",300,"Daily","error_var_dt",0.22933117234387,0.0187250163163159,0.192482156349079,0.266180188338661,"DT",1,3
"Daily",0.05,"SameTimestamp",300,"Daily","beta_dt",0.0506803516902491,0.0576974094837315,-0.0628625541747502,0.164223257555248,"DT",1,3
"Daily",0.05,"SameTimestamp",300,"Daily","LogLik_dt",409.589876058356,NA,NA,NA,"DT",1,3
"Daily",0.05,"SameTimestamp",300,"Daily","AIC_dt",413.589876058356,NA,NA,NA,"DT",1,3
"Daily",0.05,"SameTimestamp",300,"Daily","BIC_dt",420.997441007668,NA,NA,NA,"DT",1,3
"Daily",0.05,"SameTimestamp",300,"Weekly","error_var_ct",9.28290955234103,81.1033896431014,-150.320695149799,168.886514254482,"CT",1,3
"Daily",0.05,"SameTimestamp",300,"Weekly","beta_ct",-19.9876041898951,174.630034318389,-363.642574581679,323.667366201889,"CT",1,3
"Daily",0.05,"SameTimestamp",300,"Weekly","LogLik_ct",413.338082767592,NA,NA,NA,"CT",1,3
"Daily",0.05,"SameTimestamp",300,"Weekly","AIC_ct",417.338082767592,NA,NA,NA,"CT",1,3
"Daily",0.05,"SameTimestamp",300,"Weekly","BIC_ct",424.745647716904,NA,NA,NA,"CT",1,3
"Daily",0.05,"SameTimestamp",300,"Weekly","error_var_dt",0.23221539642799,0.0189603069723464,0.194903351242675,0.269527441613305,"DT",1,3
"Daily",0.05,"SameTimestamp",300,"Weekly","beta_dt",-0.00256084769230241,0.0583190978590489,-0.117327175983155,0.11220548059855,"DT",1,3
"Daily",0.05,"SameTimestamp",300,"Weekly","LogLik_dt",413.336154588926,NA,NA,NA,"DT",1,3
"Daily",0.05,"SameTimestamp",300,"Weekly","AIC_dt",417.336154588926,NA,NA,NA,"DT",1,3
"Daily",0.05,"SameTimestamp",300,"Weekly","BIC_dt",424.743719538238,NA,NA,NA,"DT",1,3
"Daily",0.05,"SameTimestamp",300,"Monthly","error_var_ct",1.74154456011405,1.14873106184312,-0.519046755616168,4.00213587584427,"CT",1,3
"Daily",0.05,"SameTimestamp",300,"Monthly","beta_ct",-3.75527370535693,2.46805830876673,-8.61217308314692,1.10162567243306,"CT",1,3
"Daily",0.05,"SameTimestamp",300,"Monthly","LogLik_ct",412.738793045714,NA,NA,NA,"CT",1,3
"Daily",0.05,"SameTimestamp",300,"Monthly","AIC_ct",416.738793045714,NA,NA,NA,"CT",1,3
"Daily",0.05,"SameTimestamp",300,"Monthly","BIC_ct",424.146357995026,NA,NA,NA,"CT",1,3
"Daily",0.05,"SameTimestamp",300,"Monthly","error_var_dt",0.231752954621608,0.0189225991705674,0.194515114732962,0.268990794510255,"DT",1,3
"Daily",0.05,"SameTimestamp",300,"Monthly","beta_dt",0.0233940578033839,0.0577455554531076,-0.0902435946597306,0.137031710266498,"DT",1,3
"Daily",0.05,"SameTimestamp",300,"Monthly","LogLik_dt",412.738793045713,NA,NA,NA,"DT",1,3
"Daily",0.05,"SameTimestamp",300,"Monthly","AIC_dt",416.738793045713,NA,NA,NA,"DT",1,3
"Daily",0.05,"SameTimestamp",300,"Monthly","BIC_dt",424.146357995026,NA,NA,NA,"DT",1,3
"Daily",0.05,"SameTimestamp",300,"Daily","error_var_ct",1.36506270292961,0.483713430943865,0.413161585587748,2.31696382027147,"CT",1,4
"Daily",0.05,"SameTimestamp",300,"Daily","beta_ct",-2.85020377291446,1.00175613932764,-4.82156269604659,-0.878844849782321,"CT",1,4
"Daily",0.05,"SameTimestamp",300,"Daily","LogLik_ct",421.568960534467,NA,NA,NA,"CT",1,4
"Daily",0.05,"SameTimestamp",300,"Daily","AIC_ct",425.568960534467,NA,NA,NA,"CT",1,4
"Daily",0.05,"SameTimestamp",300,"Daily","BIC_ct",432.97652548378,NA,NA,NA,"CT",1,4
"Daily",0.05,"SameTimestamp",300,"Daily","error_var_dt",0.23866663588875,0.0194878450224687,0.200316446986044,0.277016824791455,"DT",1,4
"Daily",0.05,"SameTimestamp",300,"Daily","beta_dt",0.0578325185583774,0.05796475436543,-0.0562364961043615,0.171901533221116,"DT",1,4
"Daily",0.05,"SameTimestamp",300,"Daily","LogLik_dt",421.568960534467,NA,NA,NA,"DT",1,4
"Daily",0.05,"SameTimestamp",300,"Daily","AIC_dt",425.568960534467,NA,NA,NA,"DT",1,4
"Daily",0.05,"SameTimestamp",300,"Daily","BIC_dt",432.97652548378,NA,NA,NA,"DT",1,4
"Daily",0.05,"SameTimestamp",300,"Weekly","error_var_ct",1.21594283306211,0.300944360266527,0.623713520271575,1.80817214585265,"CT",1,4
"Daily",0.05,"SameTimestamp",300,"Weekly","beta_ct",-2.26375696906983,0.556163610370953,-3.35823301267266,-1.16928092546699,"CT",1,4
"Daily",0.05,"SameTimestamp",300,"Weekly","LogLik_ct",453.738428435161,NA,NA,NA,"CT",1,4
"Daily",0.05,"SameTimestamp",300,"Weekly","AIC_ct",457.738428435161,NA,NA,NA,"CT",1,4
"Daily",0.05,"SameTimestamp",300,"Weekly","BIC_ct",465.145993384474,NA,NA,NA,"CT",1,4
"Daily",0.05,"SameTimestamp",300,"Weekly","error_var_dt",0.265664890894418,0.0216937038778757,0.22297378570774,0.308355996081096,"DT",1,4
"Daily",0.05,"SameTimestamp",300,"Weekly","beta_dt",0.103959164260842,0.0578243650539725,-0.00983357785313044,0.217751906374815,"DT",1,4
"Daily",0.05,"SameTimestamp",300,"Weekly","LogLik_dt",453.738428435161,NA,NA,NA,"DT",1,4
"Daily",0.05,"SameTimestamp",300,"Weekly","AIC_dt",457.738428435161,NA,NA,NA,"DT",1,4
"Daily",0.05,"SameTimestamp",300,"Weekly","BIC_dt",465.145993384474,NA,NA,NA,"DT",1,4
"Daily",0.05,"SameTimestamp",300,"Monthly","error_var_ct",10.654619547997,125.922544828209,-237.148735605094,258.457974701088,"CT",1,4
"Daily",0.05,"SameTimestamp",300,"Monthly","beta_ct",-23.2951657128655,275.318643617848,-565.095553544747,518.505222119016,"CT",1,4
"Daily",0.05,"SameTimestamp",300,"Monthly","LogLik_ct",408.743125691208,NA,NA,NA,"CT",1,4
"Daily",0.05,"SameTimestamp",300,"Monthly","AIC_ct",412.743125691208,NA,NA,NA,"CT",1,4
"Daily",0.05,"SameTimestamp",300,"Monthly","BIC_ct",420.15069064052,NA,NA,NA,"CT",1,4
"Daily",0.05,"SameTimestamp",300,"Monthly","error_var_dt",0.226362038647063,0.0184848718694787,0.18998560363234,0.262738473661785,"DT",1,4
"Daily",0.05,"SameTimestamp",300,"Monthly","beta_dt",-0.100660463586885,0.057708567233745,-0.214225326821735,0.0129043996479647,"DT",1,4
