"True_Fluctuation","AR_Parameter","Sampling","Sample_Size","Sample_Freq","parameter","Estimate","Std.Error","lbound","ubound","Method","Check_of_Convergence","Iteration"
"Daily",0.5,"SameTimestamp",300,"Daily","error_var_ct",0.369952067784071,0.0418180771103267,0.287658147913511,0.452245987654632,"CT",1,1
"Daily",0.5,"SameTimestamp",300,"Daily","beta_ct",-0.699740343814645,0.100923715280465,-0.89834842702273,-0.501132260606561,"CT",1,1
"Daily",0.5,"SameTimestamp",300,"Daily","LogLik_ct",367.264092961549,NA,NA,NA,"CT",1,1
"Daily",0.5,"SameTimestamp",300,"Daily","AIC_ct",371.264092961549,NA,NA,NA,"CT",1,1
"Daily",0.5,"SameTimestamp",300,"Daily","BIC_ct",378.671657910861,NA,NA,NA,"CT",1,1
"Daily",0.5,"SameTimestamp",300,"Daily","error_var_dt",0.19912786090766,0.0162606537363233,0.167128471454876,0.231127250360444,"DT",1,1
"Daily",0.5,"SameTimestamp",300,"Daily","beta_dt",0.496714267137701,0.0501285562826861,0.398066130278833,0.59536240399657,"DT",1,1
"Daily",0.5,"SameTimestamp",300,"Daily","LogLik_dt",367.26409296155,NA,NA,NA,"DT",1,1
"Daily",0.5,"SameTimestamp",300,"Daily","AIC_dt",371.26409296155,NA,NA,NA,"DT",1,1
"Daily",0.5,"SameTimestamp",300,"Daily","BIC_dt",378.671657910862,NA,NA,NA,"DT",1,1
"Daily",0.5,"SameTimestamp",300,"Weekly","error_var_ct",1.2180062523034,0.360930770370987,0.507729502433547,1.92828300217325,"CT",1,1
"Daily",0.5,"SameTimestamp",300,"Weekly","beta_ct",-2.57681733886123,0.756663872943379,-4.06585845293898,-1.08777622478348,"CT",1,1
"Daily",0.5,"SameTimestamp",300,"Weekly","LogLik_ct",416.878805691092,NA,NA,NA,"CT",1,1
"Daily",0.5,"SameTimestamp",300,"Weekly","AIC_ct",420.878805691092,NA,NA,NA,"CT",1,1
"Daily",0.5,"SameTimestamp",300,"Weekly","BIC_ct",428.286370640404,NA,NA,NA,"CT",1,1
"Daily",0.5,"SameTimestamp",300,"Weekly","error_var_dt",0.234973611326238,0.0191855524695908,0.197218304848623,0.272728917803854,"DT",1,1
"Daily",0.5,"SameTimestamp",300,"Weekly","beta_dt",0.0760155388637819,0.0574952428551739,-0.0371295226841023,0.189160600411666,"DT",1,1
"Daily",0.5,"SameTimestamp",300,"Weekly","LogLik_dt",416.878805691092,NA,NA,NA,"DT",1,1
"Daily",0.5,"SameTimestamp",300,"Weekly","AIC_dt",420.878805691092,NA,NA,NA,"DT",1,1
"Daily",0.5,"SameTimestamp",300,"Weekly","BIC_dt",428.286370640405,NA,NA,NA,"DT",1,1
"Daily",0.5,"SameTimestamp",300,"Monthly","error_var_ct",11.8815128817937,168.053462493654,-318.83140201232,342.594427775908,"CT",1,1
"Daily",0.5,"SameTimestamp",300,"Monthly","beta_ct",-22.5127067163572,318.41853062639,-649.12949197736,604.104078544645,"CT",1,1
"Daily",0.5,"SameTimestamp",300,"Monthly","LogLik_ct",451.690103164327,NA,NA,NA,"CT",1,1
